CarModel,Year,Engine,Fuel,Price,Milage
BMW X5,2018,2 993 cm3,Diesel,88 000                    EUR,1 000 km
BMW Seria 5,2016,2 993 cm3,Diesel,30 333                    EUR,148 278 km
BMW X5,2015,2 993 cm3,Diesel,38 913                    EUR,126 115 km
BMW X6,2009,3 000 cm3,Diesel,16 500                    EUR,10 km
BMW X3,2013,1 995 cm3,Diesel,13 999                    EUR,195 000 km
BMW X5,2009,2 998 cm3,Diesel,14 100                    EUR,225 482 km
BMW Seria 3 318,2010,1 993 cm3,Diesel,5 500                    EUR,190 000 km
BMW Seria 3 320,2000,1 995 cm3,Diesel,2 690                    EUR,210 000 km
BMW Seria 3 320,2006,1 996 cm3,Diesel,6 250                    EUR,239 000 km
BMW Seria 5 530,2004,2 993 cm3,Diesel,5 400                    EUR,184 238 km
BMW Seria 3 318,2007,2 000 cm3,Diesel,4 450                    EUR,203 000 km
BMW Seria 6,2015,2 993 cm3,Diesel,37 473                    EUR,65 000 km
BMW Seria 7,2015,2 993 cm3,Diesel,35 819                    EUR,105 816 km
BMW Seria 1 118,2006,1 997 cm3,Diesel,4 450                    EUR,203 000 km
BMW Seria 5 530,2005,2 998 cm3,Diesel,2 999                    EUR,390 000 km
BMW Seria 5 530,2004,2 979 cm3,Benzina,4 499                    EUR,269 740 km
BMW Seria 3 320,2012,1 995 cm3,Diesel,8 000                    EUR,175 000 km
BMW Seria 5,2015,1 995 cm3,Diesel,24 383                    EUR,95 802 km
BMW X1,2018,1 995 cm3,Diesel,39 850                    EUR,10 000 km
BMW X5,2015,2 993 cm3,Diesel,48 909                    EUR,91 172 km
BMW Seria 5,2018,1 995 cm3,Diesel,37 366                    EUR,22 030 km
BMW Seria 5,2016,1 995 cm3,Diesel,29 452                    EUR,104 126 km
BMW X5,2019,2 993 cm3,Diesel,82 776                    EUR,100 km
BMW Seria 5,2017,1 995 cm3,Diesel,33 379                    EUR,49 000 km
BMW X5,2012,2 993 cm3,Diesel,15 900                    EUR,190 000 km
BMW Seria 7 730,2015,2 993 cm3,Diesel,39 500                    EUR,186 000 km
BMW X3,2007,1 995 cm3,Diesel,7 800                    EUR,156 000 km
BMW Seria 6 640,2011,2 998 cm3,Benzina,26 900                    EUR,160 000 km
BMW Seria 5,2015,2 000 cm3,Diesel,29 274                    EUR,88 520 km
BMW X5,2019,2 993 cm3,Diesel,82 776                    EUR,100 km
BMW X5,2019,2 993 cm3,Diesel,85 501                    EUR,6 010 km
BMW Seria 7,2015,2 993 cm3,Diesel,32 118                    EUR,95 594 km
BMW Seria 4,2015,1 995 cm3,Diesel,22 598                    EUR,138 408 km
BMW Seria 5,2015,1 995 cm3,Diesel,25 573                    EUR,124 835 km
BMW Seria 5,2015,1 995 cm3,Diesel,30 928                    EUR,55 000 km
BMW X5,2003,2 998 cm3,Diesel,2 400                    EUR,186 000 km
BMW X3,2008,1 995 cm3,Diesel,4 850                    EUR,252 000 km
BMW Seria 5 525,2012,1 995 cm3,Diesel,17 490                    EUR,204 213 km
BMW Seria 3,2015,1 995 cm3,Diesel,19 623                    EUR,138 000 km
BMW Seria 3,2015,1 995 cm3,Diesel,17 243                    EUR,83 621 km
BMW Seria 3,2015,1 995 cm3,Diesel,19 028                    EUR,148 250 km
BMW Seria 3,2016,2 000 cm3,Diesel,17 838                    EUR,143 599 km
BMW Seria 3,2016,1 995 cm3,Diesel,18 433                    EUR,125 000 km
BMW Seria 5 520,2014,1 995 cm3,Diesel,15 999                    EUR,149 000 km
BMW X3,2018,1 995 cm3,Diesel,52 931                    EUR,14 587 km
BMW Seria 5 520,2009,1 995 cm3,Diesel,7 000                    EUR,246 000 km
BMW X1,2011,1 995 cm3,Diesel,13 700                    EUR,200 655 km
BMW Seria 1 116,2009,1 995 cm3,Benzina,5 500                    EUR,156 000 km
BMW Seria 3 320,2015,1 997 cm3,Diesel,11 350                    EUR,161 000 km
BMW Seria 3 320,2005,1 995 cm3,Diesel,4 350                    EUR,302 000 km
BMW Seria 3 318,2009,1 995 cm3,Diesel,6 999                    EUR,206 000 km
BMW Seria 4 420,2015,1 984 cm3,Diesel,22 990                    EUR,79 900 km
BMW X1,2010,2 000 cm3,Diesel,9 990                    EUR,187 000 km
BMW Seria 7 740,2013,3 000 cm3,Diesel,29 000                    EUR,160 000 km
BMW Seria 5 520,2012,2 000 cm3,Diesel,20 500                    EUR,115 000 km
BMW Seria 3 318,2000,1 895 cm3,Benzina,2 200                    EUR,222 805 km
BMW Seria 3 320,2007,1 995 cm3,Diesel,6 790                    EUR,203 140 km
BMW Seria 5 520,2009,2 000 cm3,Diesel,7 000                    EUR,172 630 km
BMW Seria 5 520,2011,1 998 cm3,Diesel,12 800                    EUR,210 000 km
BMW Seria 3 320,2002,1 995 cm3,Diesel,3 200                    EUR,220 000 km
BMW X6,2009,3 000 cm3,Benzina,15 999                    EUR,210 000 km
BMW X3,2016,1 995 cm3,Diesel,20 000                    EUR,127 000 km
BMW X5,2014,1 995 cm3,Diesel,25 500                    EUR,127 000 km
BMW X1,2016,1 995 cm3,Diesel,17 500                    EUR,152 000 km
BMW X3,2014,1 995 cm3,Diesel,16 000                    EUR,161 000 km
BMW Seria 3 320,2011,1 995 cm3,Diesel,10 495                    EUR,200 000 km
BMW Seria 3 320,2014,1 995 cm3,Diesel,14 200                    EUR,184 000 km
BMW Seria 2,2016,1 496 cm3,Diesel,12 500                    EUR,64 300 km
BMW Seria 3 320,2009,1 995 cm3,Diesel,7 695                    EUR,250 000 km
BMW Seria 6 640,2015,3 000 cm3,Diesel,37 990                    EUR,78 000 km
BMW Seria 5 530,2011,2 993 cm3,Diesel,17 950                    EUR,230 120 km
BMW Seria 5 520,2011,1 995 cm3,Diesel,12 300                    EUR,245 000 km
BMW X5,2008,2 998 cm3,Diesel,12 150                    EUR,274 889 km
BMW Seria 4 420,2016,1 995 cm3,Diesel,18 990                    EUR,186 000 km
BMW X1,2016,1 995 cm3,Diesel,29 800                    EUR,68 000 km
BMW Seria 3 320,2011,1 995 cm3,Diesel,6 699                    EUR,210 000 km
BMW Seria 3 318,2011,2 000 cm3,Diesel,8 000                    EUR,166 766 km
BMW Seria 7 740,2011,2 996 cm3,Diesel,21 500                    EUR,24 000 km
BMW Seria 5 525,2005,2 500 cm3,Diesel,3 600                    EUR,137 000 km
BMW Seria 1 120,2009,2 000 cm3,Diesel,4 600                    EUR,213 000 km
BMW Seria 3,2011,2 989 cm3,Diesel,13 500                    EUR,157 000 km
BMW Seria 3,2003,1 995 cm3,Diesel,2 499                    EUR,230 777 km
BMW Seria 5 525,2007,2 498 cm3,Diesel,7 200                    EUR,245 000 km
BMW Seria 3,2014,2 000 cm3,Diesel,13 490                    EUR,183 000 km
BMW Seria 3 330,2008,2 993 cm3,Diesel,11 500                    EUR,204 000 km
BMW Seria 1 118,2009,2 000 cm3,Diesel,5 450                    EUR,166 815 km
BMW Seria 5 530,2003,2 926 cm3,Diesel,4 500                    EUR,276 500 km
BMW Seria 3 320,2014,1 995 cm3,Diesel,11 999                    EUR,174 749 km
BMW Seria 3,2001,1 798 cm3,Benzina,1 500                    EUR,178 398 km
BMW Seria 5 535,2011,2 993 cm3,Diesel,14 300                    EUR,221 000 km
BMW Seria 3 318,2002,1 798 cm3,Benzina,2 250                    EUR,190 000 km
BMW Seria 3 320,2002,1 951 cm3,Diesel,1 599                    EUR,315 000 km
BMW X3,2009,2 000 cm3,Diesel,9 500                    EUR,214 000 km
BMW Seria 7 730,2013,2 993 cm3,Diesel,16 900                    EUR,233 000 km
BMW Seria 3 325,2003,2 499 cm3,Benzina,4 800                    EUR,264 000 km
BMW Seria 3 320,2008,1 995 cm3,Diesel,5 990                    EUR,233 000 km
BMW X1,2012,2 000 cm3,Diesel,10 750                    EUR,144 450 km
BMW X3,2015,1 995 cm3,Diesel,19 750                    EUR,165 000 km
BMW X6,2018,2 993 cm3,Diesel,61 856                    EUR,21 550 km
BMW X1,2014,1 995 cm3,Diesel,15 590                    EUR,169 500 km
BMW Seria 3,2006,1 995 cm3,Benzina,5 390                    EUR,178 000 km
BMW X4,2017,1 995 cm3,Diesel,41 531                    EUR,26 500 km
BMW Seria 7 740,2011,2 996 cm3,Diesel,20 499                    EUR,205 000 km
BMW X6,2012,2 993 cm3,Diesel,22 000                    EUR,230 000 km
BMW Seria 1 120,2005,1 995 cm3,Diesel,5 990                    EUR,173 000 km
BMW X4,2017,1 998 cm3,Diesel,35 800                    EUR,14 000 km
BMW X6,2016,3 000 cm3,Diesel,49 968                    EUR,58 800 km
BMW X1,2015,1 995 cm3,Diesel,28 381                    EUR,84 135 km
BMW X6,2016,2 993 cm3,Diesel,45 684                    EUR,80 461 km
BMW X1,2016,1 995 cm3,Diesel,28 381                    EUR,85 141 km
BMW X3,2017,1 995 cm3,Diesel,40 400                    EUR,24 418 km
BMW Seria 7 750,2013,3 000 cm3,Diesel,23 850                    EUR,183 000 km
BMW Seria 4,2014,1 998 cm3,Benzina,17 777                    EUR,148 000 km
BMW Seria 7 730,2011,2 993 cm3,Diesel,16 500                    EUR,188 600 km
BMW X1,2015,1 995 cm3,Diesel,24 990                    EUR,73 656 km
BMW Seria 3 318,2012,2 000 cm3,Diesel,7 150                    EUR,229 000 km
BMW Seria 3 316,2016,1 995 cm3,Diesel,13 800                    EUR,120 508 km
BMW X1,2011,1 993 cm3,Diesel,8 790                    EUR,86 000 km
BMW X3,2017,1 995 cm3,Diesel,58 488                    EUR,5 000 km
BMW X3,2015,1 995 cm3,Diesel,18 900                    EUR,150 576 km
BMW Seria 1,2018,1 499 cm3,Benzina,25 585                    EUR,4 000 km
BMW Seria 3 318,2014,1 995 cm3,Diesel,14 990                    EUR,84 807 km
BMW Seria 3,2009,1 995 cm3,Diesel,6 990                    EUR,235 000 km
BMW Seria 3 318,2011,1 995 cm3,Diesel,8 350                    EUR,204 500 km
BMW X5,2011,2 990 cm3,Diesel,13 590                    EUR,163 000 km
BMW X6,2016,2 993 cm3,Diesel,44 006                    EUR,91 215 km
BMW X3,2007,1 995 cm3,Diesel,7 500                    EUR,236 000 km
BMW X1,2012,1 995 cm3,Diesel,10 900                    EUR,126 000 km
BMW Seria 4 420,2014,2 000 cm3,Diesel,23 990                    EUR,173 000 km
BMW Seria 5 530,2008,2 993 cm3,Diesel,7 950                    EUR,206 000 km
BMW X5,2014,2 995 cm3,Diesel,25 999                    EUR,148 000 km
BMW X1,2010,2 000 cm3,Diesel,11 800                    EUR,140 000 km
BMW Seria 3 318,2007,1 995 cm3,Benzina,4 535                    EUR,183 500 km
BMW Seria 3 320,2013,1 986 cm3,Diesel,11 500                    EUR,178 000 km
BMW Seria 5 525,2016,1 995 cm3,Diesel,22 610                    EUR,137 100 km
BMW Seria 1 116,2012,1 995 cm3,Diesel,9 949                    EUR,62 500 km
BMW Seria 7 730,2017,2 998 cm3,Diesel,36 500                    EUR,145 000 km
BMW Seria 3,2003,1 900 cm3,Diesel,1 950                    EUR,183 000 km
BMW Seria 4 Gran,2015,1 995 cm3,Diesel,21 990                    EUR,154 000 km
BMW X3,2013,1 995 cm3,Diesel,19 590                    EUR,146 500 km
BMW X1,2011,2 000 cm3,Diesel,11 800                    EUR,159 000 km
BMW X5,2008,3 000 cm3,Diesel,13 900                    EUR,217 600 km
BMW Seria 3 320,2012,2 000 cm3,Diesel,14 790                    EUR,211 000 km
BMW X3,2011,1 998 cm3,Diesel,14 150                    EUR,180 900 km
BMW X1,2010,2 000 cm3,Diesel,9 750                    EUR,155 000 km
BMW X6,2015,2 993 cm3,Diesel,68 500                    EUR,45 600 km
BMW Seria 3 330,2013,2 993 cm3,Diesel,17 800                    EUR,209 000 km
BMW Seria 5 525,2012,1 995 cm3,Diesel,17 499                    EUR,158 000 km
BMW Seria 3,2016,1 968 cm3,Diesel,23 496                    EUR,145 722 km
BMW Seria 5 530,2013,2 993 cm3,Diesel,17 500                    EUR,178 000 km
BMW Seria 3 320,2014,1 995 cm3,Diesel,13 000                    EUR,226 000 km
BMW Seria 3 320,2013,1 995 cm3,Diesel,10 450                    EUR,199 920 km
BMW Seria 5 530,2007,3 000 cm3,Diesel,7 500                    EUR,270 000 km
BMW Seria 1 120,2017,1 995 cm3,Diesel,26 185                    EUR,30 000 km
BMW Seria 6 640,2015,2 993 cm3,Diesel,37 000                    EUR,40 000 km
BMW X3,2015,1 995 cm3,Diesel,24 383                    EUR,115 000 km
BMW X3,2015,1 995 cm3,Diesel,32 249                    EUR,75 616 km
BMW X6,2013,2 993 cm3,Diesel,21 270                    EUR,160 000 km
BMW Seria 5,2014,2 000 cm3,Diesel,23 000                    EUR,160 000 km
BMW Seria 3,2011,1 995 cm3,Diesel,7 190                    EUR,176 000 km
BMW Seria 7 730,2019,2 993 cm3,Diesel,66 640                    EUR,30 000 km
BMW Seria 3 320,2011,1 995 cm3,Diesel,13 088                    EUR,120 000 km
BMW Seria 3 320,2009,1 998 cm3,Diesel,7 600                    EUR,167 000 km
BMW Seria 5 520,2011,1 995 cm3,Diesel,14 500                    EUR,229 000 km
BMW Seria 3 320,2007,1 995 cm3,Diesel,5 490                    EUR,189 000 km
BMW X5,2017,2 993 cm3,Diesel,57 001                    EUR,27 300 km
BMW X5,2014,2 000 cm3,Diesel,27 999                    EUR,141 200 km
BMW Seria 1 118,2009,1 998 cm3,Diesel,5 000                    EUR,220 000 km
BMW Seria 1,2009,1 995 cm3,Diesel,6 490                    EUR,197 000 km
BMW Seria 7 730,2012,2 995 cm3,Diesel,17 499                    EUR,175 000 km
BMW X6,2018,2 993 cm3,Diesel,62 855                    EUR,11 483 km
BMW X5,2016,1 995 cm3,Diesel,40 460                    EUR,105 000 km
BMW X1,2012,1 998 cm3,Diesel,12 950                    EUR,151 000 km
BMW Seria 1 118,2006,1 998 cm3,Diesel,4 300                    EUR,156 000 km
BMW Seria 3 320,2019,1 995 cm3,Diesel,56 525                    EUR,1 km
BMW Seria 4 435,2013,2 979 cm3,Benzina,28 536                    EUR,150 000 km
BMW Seria 7 740,2015,2 998 cm3,Diesel,26 999                    EUR,170 000 km
BMW Seria 3 320,2006,1 990 cm3,Diesel,5 490                    EUR,220 000 km
BMW X6,2012,2 993 cm3,Diesel,21 900                    EUR,184 000 km
BMW Seria 5 530,2006,2 993 cm3,Diesel,5 990                    EUR,255 406 km
BMW X3,2017,1 995 cm3,Diesel,42 304                    EUR,18 000 km
BMW Seria 7 740,2019,2 993 cm3,Diesel,129 281                    EUR,4 km
BMW Seria 2,2015,1 995 cm3,Diesel,11 800                    EUR,175 091 km
BMW Seria 3 330,2007,2 998 cm3,Diesel,13 800                    EUR,190 001 km
BMW Seria 3 320,2006,1 995 cm3,Diesel,7 500                    EUR,228 000 km
BMW Seria 3 318,2009,1 995 cm3,Diesel,7 550                    EUR,169 015 km
BMW Seria 3 320,2012,1 995 cm3,Diesel,16 303                    EUR,161 850 km
BMW X4,2018,1 995 cm3,Diesel,54 728                    EUR,12 900 km
BMW Seria 3 3GT,2013,2 000 cm3,Diesel,16 100                    EUR,128 300 km
BMW Seria 3 318,2007,1 995 cm3,Diesel,4 199                    EUR,243 576 km
BMW X6,2017,2 993 cm3,Diesel,64 141                    EUR,8 300 km
BMW Seria 5 520,2011,1 998 cm3,Diesel,12 500                    EUR,218 000 km
BMW Seria 5 520,2011,1 995 cm3,Diesel,13 700                    EUR,125 000 km
BMW Seria 3 316,2011,2 000 cm3,Diesel,7 300                    EUR,298 900 km
BMW X2,2018,1 499 cm3,Benzina,41 055                    EUR,1 km
BMW X3,2006,2 000 cm3,Diesel,5 590                    EUR,176 000 km
BMW X1,2010,1 995 cm3,Diesel,10 800                    EUR,149 000 km
BMW Seria 1 120,2006,1 995 cm3,Diesel,4 990                    EUR,195 000 km
BMW Seria 5 525,2012,1 998 cm3,Diesel,13 700                    EUR,170 000 km
BMW X1,2010,1 995 cm3,Diesel,10 499                    EUR,175 500 km
BMW Seria 7 730,2014,3 000 cm3,Diesel,24 190                    EUR,186 000 km
BMW Seria 3 320,2012,1 995 cm3,Diesel,13 900                    EUR,138 000 km
BMW Seria 1 120,2006,2 000 cm3,Diesel,5 150                    EUR,289 240 km
BMW Seria 1 118,2006,1 995 cm3,Diesel,3 550                    EUR,327 000 km
BMW Seria 3 320,2009,1 990 cm3,Diesel,7 790                    EUR,203 000 km
BMW Seria 1 120,2008,2 000 cm3,Diesel,4 500                    EUR,147 000 km
BMW Seria 5,2018,1 995 cm3,Diesel,52 110                    EUR,12 000 km
BMW Seria 3 320,2006,2 000 cm3,Diesel,4 500                    EUR,260 000 km
BMW Seria 5 530,2018,1 998 cm3,Benzina,52 348                    EUR,19 500 km
BMW Seria 5 530GT,2014,2 987 cm3,Diesel,23 000                    EUR,210 000 km
BMW X5,2008,2 993 cm3,Diesel,10 700                    EUR,206 000 km
BMW Seria 5 530,2018,1 998 cm3,Benzina,54 133                    EUR,18 000 km
BMW Seria 5 530,2018,2 000 cm3,Benzina,56 049                    EUR,14 900 km
BMW Seria 5 525,2006,2 500 cm3,Diesel,5 500                    EUR,185 000 km
BMW Seria 1 116,2006,1 596 cm3,Benzina,3 300                    EUR,224 508 km
BMW Seria 3 318,2010,1 995 cm3,Benzina,13 400                    EUR,93 000 km
BMW Seria 4 430,2015,2 993 cm3,Diesel,35 000                    EUR,39 000 km
BMW Seria 3 335,2015,2 998 cm3,Diesel,21 500                    EUR,155 000 km
BMW Seria 3 318,2008,1 995 cm3,Benzina,4 850                    EUR,222 765 km
BMW Seria 2,2016,1 995 cm3,Diesel,15 400                    EUR,135 800 km
BMW Seria 6 640,2013,2 995 cm3,Diesel,28 750                    EUR,213 009 km
BMW Seria 3 320,2005,1 995 cm3,Diesel,5 850                    EUR,260 000 km
BMW Seria 1,2011,1 968 cm3,Diesel,6 990                    EUR,187 000 km
BMW X5,2015,2 993 cm3,Diesel,37 500                    EUR,119 000 km
BMW Seria 3 320,2009,1 995 cm3,Diesel,5 999                    EUR,148 000 km
BMW Seria 7 740,2011,2 998 cm3,Diesel,14 900                    EUR,238 000 km
BMW X6,2011,3 000 cm3,Diesel,20 000                    EUR,168 000 km
BMW X6,2014,3 000 cm3,Diesel,31 999                    EUR,157 900 km
BMW Seria 5 520,2011,1 968 cm3,Diesel,13 250                    EUR,219 000 km
BMW Seria 7 730,2010,2 978 cm3,Diesel,12 500                    EUR,120 000 km
BMW Seria 5 520,2008,2 000 cm3,Diesel,6 700                    EUR,270 000 km
BMW Seria 1,2006,2 000 cm3,Diesel,3 350                    EUR,235 000 km
BMW X3,2017,1 995 cm3,Diesel,45 398                    EUR,17 000 km
BMW X1,2015,1 995 cm3,Diesel,23 145                    EUR,112 000 km
BMW Seria 3,2015,1 995 cm3,Diesel,15 950                    EUR,195 000 km
BMW Seria 1 118,2013,2 000 cm3,Diesel,8 499                    EUR,149 675 km
BMW Seria 5,2010,1 968 cm3,Diesel,6 990                    EUR,199 800 km
BMW X3,2015,1 995 cm3,Diesel,28 548                    EUR,132 490 km
BMW X3,2017,1 995 cm3,Diesel,34 498                    EUR,73 910 km
BMW Seria 5 525,2014,1 968 cm3,Diesel,17 490                    EUR,199 900 km
BMW Seria 5 525,2006,2 500 cm3,Diesel,5 600                    EUR,333 000 km
BMW Seria 5 520,2012,1 995 cm3,Diesel,11 800                    EUR,259 000 km
BMW Seria 3 320,2007,1 995 cm3,Diesel,6 650                    EUR,267 000 km
BMW Seria 4,2015,1 995 cm3,Diesel,18 450                    EUR,146 800 km
BMW X1,2015,1 995 cm3,Diesel,26 120                    EUR,119 160 km
BMW X1,2015,1 995 cm3,Diesel,26 358                    EUR,79 745 km
BMW Seria 3 320,2009,1 995 cm3,Diesel,7 980                    EUR,190 000 km
BMW X3,2017,1 995 cm3,Diesel,43 423                    EUR,36 281 km
BMW Seria 5 525,2016,1 995 cm3,Diesel,36 295                    EUR,71 800 km
BMW X1,2015,1 995 cm3,Diesel,26 322                    EUR,97 345 km
BMW X1,2015,1 995 cm3,Diesel,27 251                    EUR,57 900 km
BMW X1,2015,1 995 cm3,Diesel,25 882                    EUR,112 600 km
BMW Seria 5 530,2014,2 993 cm3,Diesel,20 999                    EUR,189 000 km
